age_group,demography,food_security_status,food_security_numeric,poverty_indicator,family_income,state,person_supplement_weight
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",North Carolina,10813.19
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",North Dakota,6988.12
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Oregon,19617.68
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Pennsylvania,13463.82
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",South Carolina,12861.44
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Tennessee,22880.87
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Texas,42586.57
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Utah,6696.27
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Virginia,16915.82
(0-17),Children,Low Food Security,2,1,"$75,000 to $99,999",Wisconsin,3419.04
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Alabama,10221.83
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Alaska,584.65
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Arkansas,1882.25
(0-17),Children,Low Food Security,2,1,"Less than $5,000",California,14789.87
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Delaware,3356.15
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Florida,67356.63
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Georgia,11632.27
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Idaho,4874.22
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Illinois,18362.99
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Indiana,3498.15
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Iowa,4374.19
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Louisiana,18245.48
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Maine,5158.22
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Maryland,9777.6
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Minnesota,7557.39
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Mississippi,1528.89
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Missouri,23645.44
(0-17),Children,Low Food Security,2,1,"Less than $5,000",New Mexico,1723.72
(0-17),Children,Low Food Security,2,1,"Less than $5,000",New York,20038.85
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Pennsylvania,40905.99
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Rhode Island,2166.26
(0-17),Children,Low Food Security,2,1,"Less than $5,000",South Carolina,14307.45
(0-17),Children,Low Food Security,2,1,"Less than $5,000",South Dakota,1476.97
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Texas,39729.72
(0-17),Children,Low Food Security,2,1,"Less than $5,000",Utah,6189.49
(0-17),Children,Low Food Security,2,1,"Less than $5,000",West Virginia,3850.39
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",California,11791.6
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Delaware,1873.18
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Illinois,28335.37
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Maryland,3729.23
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Nebraska,6800.55
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",North Carolina,37351.48
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Ohio,15443.85
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Texas,20673.98
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Utah,8019.09
(0-17),Children,Very Low Food Security,3,0,"$100,000 to $149,999",Wyoming,327
(0-17),Children,Very Low Food Security,3,0,"$150,000 or more",Illinois,5609.07
(0-17),Children,Very Low Food Security,3,0,"$40,000 to $49,999",California,9216.22
(0-17),Children,Very Low Food Security,3,0,"$40,000 to $49,999",Hawaii,4797.22
(0-17),Children,Very Low Food Security,3,0,"$40,000 to $49,999",Missouri,6224.1
(0-17),Children,Very Low Food Security,3,0,"$40,000 to $49,999",Nevada,5831.67
(0-17),Children,Very Low Food Security,3,0,"$40,000 to $49,999",Pennsylvania,17383.61
(0-17),Children,Very Low Food Security,3,0,"$40,000 to $49,999",Washington,4474.88
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Georgia,11725.17
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Idaho,2550.7
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Illinois,6324.66
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Kansas,3824.14
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Kentucky,4475.48
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Louisiana,6329.09
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Mississippi,1638.59
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",North Dakota,932.64
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Oregon,3984.25
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",South Carolina,5275.29
(0-17),Children,Very Low Food Security,3,0,"$50,000 to $59,999",Utah,3536.42
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",California,24613.58
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",Florida,14905.11
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",Indiana,11206.19
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",Montana,819.12
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",New Hampshire,4068.8
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",North Dakota,783.24
(0-17),Children,Very Low Food Security,3,0,"$60,000 to $74,999",Pennsylvania,13422.68
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Idaho,1608.4
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Illinois,8950.38
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Indiana,12585.5
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Nebraska,2985.15
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",New Jersey,13377.24
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",New York,12226.54
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",North Dakota,759.19
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Ohio,23640.29
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Oklahoma,9125.21
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",South Carolina,3971.66
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Tennessee,4184.42
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Utah,10116.01
(0-17),Children,Very Low Food Security,3,0,"$75,000 to $99,999",Wyoming,2157.27
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Alaska,3121.4
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Florida,91413.44
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Louisiana,32183.89
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Massachusetts,18313.91
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Michigan,41879.86
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Mississippi,11654.17
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Missouri,12177.85
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",New Hampshire,2444.8
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",New Jersey,20032.2
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",New York,12980.11
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",North Dakota,948.26
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Rhode Island,6719.57
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",South Dakota,3924.42
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Texas,46694.51
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Utah,3413.76
(0-17),Children,Very Low Food Security,3,1,"$10,000 to $12,499",Virginia,7473.43
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",California,22528.52
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",Colorado,8990.56
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",Illinois,9841.36
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",Michigan,9762.16
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",Oregon,13671.15
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",Tennessee,48303.38
(0-17),Children,Very Low Food Security,3,1,"$100,000 to $149,999",Texas,15447.63
(0-17),Children,Very Low Food Security,3,1,"$12,500 to $14,999",Alaska,2268.98
(0-17),Children,Very Low Food Security,3,1,"$12,500 to $14,999",Arkansas,6559.61
(0-17),Children,Very Low Food Security,3,1,"$12,500 to $14,999",California,31146.51
(0-17),Children,Very Low Food Security,3,1,"$12,500 to $14,999",Mississippi,18563.61
(0-17),Children,Very Low Food Security,3,1,"$12,500 to $14,999",Missouri,2238.61
(0-17),Children,Very Low Food Security,3,1,"$12,500 to $14,999",Texas,47577.82
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Alabama,1456.84
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Alaska,608.31
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Arkansas,10739.22
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",California,19340.09
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Florida,16502.43
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Illinois,17468.33
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Indiana,20020.13
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Louisiana,24991.19
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Massachusetts,3602.9
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Michigan,9947.31
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Montana,1386.51
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",New Hampshire,3321.91
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",New Mexico,1748.68
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",New York,17002.7
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Oklahoma,2791.86
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Pennsylvania,7637.93
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",South Dakota,3016.12
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Tennessee,28830.53
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Texas,12166.71
(0-17),Children,Very Low Food Security,3,1,"$15,000 to $19,999",Virginia,50613.46
(0-17),Children,Very Low Food Security,3,1,"$150,000 or more",District of Columbia,5166.57
(0-17),Children,Very Low Food Security,3,1,"$150,000 or more",Hawaii,1107
(0-17),Children,Very Low Food Security,3,1,"$150,000 or more",Maryland,45997.59
(0-17),Children,Very Low Food Security,3,1,"$150,000 or more",Michigan,6231.78
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Alabama,3984.48
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Arizona,21813.71
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Arkansas,4920.42
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",California,28460.61
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Florida,72427.11
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Georgia,13086.41
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Hawaii,4778.33
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Illinois,22985.86
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Kansas,7240.56
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Louisiana,2742.86
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Massachusetts,3116.59
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Michigan,30494.17
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Mississippi,7570.72
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Nevada,2624.03
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",New Mexico,13755.38
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",New York,108462.76
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",North Dakota,1242.36
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Oklahoma,8736.88
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Oregon,21446.84
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Pennsylvania,14004.3
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",South Dakota,3760.7
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Tennessee,17790.31
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Texas,66684.04
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Utah,19812.46
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Washington,9755.71
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",West Virginia,5087.92
(0-17),Children,Very Low Food Security,3,1,"$20,000 to $24,999",Wyoming,2197.86
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",California,20894.94
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Florida,9641.44
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Georgia,26604.83
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Idaho,6170.64
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Louisiana,5957.91
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Michigan,5349.72
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Mississippi,3238.22
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",New York,11203.47
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",North Dakota,3361.37
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Ohio,4791.81
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Oregon,10705.55
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",South Carolina,13593.95
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Tennessee,9404.91
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Texas,104584.5
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Utah,3730.42
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Washington,16813.59
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",West Virginia,1094.17
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Wisconsin,6615.02
(0-17),Children,Very Low Food Security,3,1,"$25,000 to $29,999",Wyoming,2494.68
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Alabama,26962.75
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Alaska,3979.29
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",California,33907.48
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Connecticut,9957.35
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Florida,7411.05
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Georgia,72740.04
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Hawaii,8998.83
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Illinois,15693.1
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Indiana,21264.6
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Kentucky,17405.39
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Louisiana,6633.35
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Michigan,23647.05
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Montana,5798.78
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Nebraska,1781.5
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Nevada,2987.04
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",North Carolina,8542.04
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",North Dakota,1028.63
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Ohio,19380.32
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Oklahoma,6267.99
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Oregon,10816.47
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Pennsylvania,14718.98
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Tennessee,9516.65
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Texas,84224.55
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Utah,9124.51
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Washington,29897.79
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",West Virginia,945.84
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Wisconsin,10200.58
(0-17),Children,Very Low Food Security,3,1,"$30,000 to $34,999",Wyoming,1926.04
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Arkansas,2537.96
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",California,34810.43
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Connecticut,9291.65
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Florida,8817.2
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Illinois,5172.61
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Iowa,24403.51
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Louisiana,6829.69
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Missouri,43849.21
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Montana,1852.18
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Nebraska,6271.43
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",North Dakota,2775.56
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Ohio,11913.82
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Oklahoma,19258.65
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Oregon,7118.42
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",South Carolina,15021.72
(0-17),Children,Very Low Food Security,3,1,"$35,000 to $39,999",Texas,51217.22
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Alaska,1461.87
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Delaware,8138.92
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",District of Columbia,842.04
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Georgia,28480.43
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Iowa,9725.32
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Louisiana,3165.87
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Michigan,3355.53
(0-17),Children,Very Low Food Security,3,1,"$40,000 to $49,999",Minnesota,28101.91
